         CN num,      gen-CN num,      surface CN,  0.1251,  0.1248,  0.0150,  0.0000, -1.0555,  0.0149,  0.0000, -1.0462
     surface CN,       gCN-Pt-Ni, mean CN of NN Ni,  0.2534,  0.2481,  0.0458,  0.0010, -0.4670,  0.0438,  0.0019, -0.4583
mean CN of NN Ni,       gCN-Pt-Ni,      surface CN,  0.2477,  0.2426,  0.0141,  0.0642, -0.6628,  0.0139,  0.0612, -0.6420
     surface CN, mean CN of NN Ni,       gCN-Pt-Pt,  0.2110,  0.2077,  0.0058,  0.1161, -0.9621,  0.0057,  0.1129, -0.9419
     surface CN,       gCN-Pt-Pt, mean CN of NN Ni,  0.2240,  0.2207,  0.0163,  0.0215, -0.7475,  0.0156,  0.0211, -0.7252
mean CN of NN Ni,       gCN-Pt-Pt,      surface CN,  0.2480,  0.2427,  0.0041,  0.0601, -0.6499,  0.0040,  0.0572, -0.6290
     surface CN, mean CN of NN Ni,        gCN-Ni-X,  0.2691,  0.2626,  0.0026,  0.0149, -0.3788,  0.0027,  0.0130, -0.3732
     surface CN,        gCN-Ni-X, mean CN of NN Ni,  0.2711,  0.2648,  0.0108,  0.0032, -0.3610,  0.0103,  0.0043, -0.3573
mean CN of NN Ni,        gCN-Ni-X,      surface CN,  0.2536,  0.2485,  0.0060,  0.0678, -0.6498,  0.0059,  0.0647, -0.6284
     surface CN, mean CN of NN Ni,        gCN-Pt-X,  0.1896,  0.1867,  0.0050,  0.1333, -1.1281,  0.0050,  0.1305, -1.1093
     surface CN,        gCN-Pt-X, mean CN of NN Ni,  0.2185,  0.2155,  0.0155,  0.0177, -0.7636,  0.0148,  0.0173, -0.7407
mean CN of NN Ni,        gCN-Pt-X,      surface CN,  0.2462,  0.2411,  0.0035,  0.0602, -0.6595,  0.0034,  0.0572, -0.6381
     surface CN, mean CN of NN Ni,           CN-Pt,  0.1983,  0.1949,  0.0047,  0.1118, -1.1633,  0.0046,  0.1095, -1.1434
     surface CN,           CN-Pt, mean CN of NN Ni,  0.2253,  0.2216,  0.0118,  0.0167, -0.7461,  0.0113,  0.0165, -0.7244
mean CN of NN Ni,           CN-Pt,      surface CN,  0.2491,  0.2437,  0.0025,  0.0593, -0.6482,  0.0025,  0.0561, -0.6264
     surface CN, mean CN of NN Ni,  exp neg strain,  0.2649,  0.2575,  0.0028,  0.8593, -1.2231,  0.0029,  0.9299, -1.2866
     surface CN,  exp neg strain, mean CN of NN Ni,  0.2555,  0.2497,  0.0729,  0.0094, -0.6650,  0.0702,  0.0097, -0.6478
mean CN of NN Ni,  exp neg strain,      surface CN,  0.2575,  0.2517,  0.0108,  0.0671, -0.6514,  0.0112,  0.0640, -0.6326
     surface CN, mean CN of NN Ni,          strain,  0.2694,  0.2628,  0.0030,  0.0000, -0.3750,  0.0031,  0.0000, -0.3698
     surface CN,          strain, mean CN of NN Ni,  0.2742,  0.2678,  0.0000,  0.0108, -0.3600,  0.0000,  0.0116, -0.3564
mean CN of NN Ni,          strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, mean CN of NN Ni,  inverse strain,  0.2694,  0.2628,  0.0030,  0.0000, -0.3750,  0.0031,  0.0000, -0.3698
     surface CN,  inverse strain, mean CN of NN Ni,  0.2742,  0.2678,  0.0000,  0.0108, -0.3600,  0.0000,  0.0116, -0.3564
mean CN of NN Ni,  inverse strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, rms CN of NN Ni, sub surface Ni num,  0.2570,  0.2516,  0.0004,  0.1361, -0.3716,  0.0007,  0.1290, -0.3668
     surface CN, sub surface Ni num, rms CN of NN Ni,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
rms CN of NN Ni, sub surface Ni num,      surface CN,  0.2423,  0.2382,  0.0120,  0.0601, -0.6203,  0.0116,  0.0567, -0.5958
     surface CN, rms CN of NN Ni,             BOO,  0.2692,  0.2627,  0.0030,  0.1710, -0.5364,  0.0031,  0.1258, -0.4882
     surface CN,             BOO, rms CN of NN Ni,  0.2580,  0.2523,  0.0678,  0.0104, -0.6357,  0.0645,  0.0107, -0.6167
rms CN of NN Ni,             BOO,      surface CN,  0.2589,  0.2531,  0.0100,  0.0664, -0.6393,  0.0105,  0.0633, -0.6211
     surface CN, rms CN of NN Ni,  Pt bond length,  0.2696,  0.2629,  0.0030,  0.0000, -0.3746,  0.0030,  0.0000, -0.3695
     surface CN,  Pt bond length, rms CN of NN Ni,  0.2603,  0.2546,  0.0228,  0.0100, -0.6285,  0.0217,  0.0104, -0.6105
rms CN of NN Ni,  Pt bond length,      surface CN,  0.2591,  0.2533,  0.0033,  0.0671, -0.6417,  0.0035,  0.0641, -0.6238
     surface CN, rms CN of NN Ni,    surface curv,  0.2696,  0.2629,  0.0030,  0.0000, -0.3746,  0.0030,  0.0000, -0.3695
     surface CN,    surface curv, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,    surface curv,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, rms CN of NN Ni,      chemSROP11,  0.2695,  0.2628,  0.0030,  0.0535, -0.3745,  0.0031,  0.0643, -0.3692
     surface CN,      chemSROP11, rms CN of NN Ni,  0.2743,  0.2678,  0.0062,  0.0106, -0.3593,  0.0117,  0.0115, -0.3556
rms CN of NN Ni,      chemSROP11,      surface CN,  0.2631,  0.2579,  0.0064,  0.0690, -0.5902,  0.0063,  0.0669, -0.5728
     surface CN, rms CN of NN Ni,      chemSROP12,  0.2696,  0.2628,  0.0030,  0.0064, -0.3749,  0.0031,  0.0407, -0.3708
     surface CN,      chemSROP12, rms CN of NN Ni,  0.2743,  0.2679,  0.0052,  0.0107, -0.3604,  0.0108,  0.0116, -0.3577
rms CN of NN Ni,      chemSROP12,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0017,  0.0668, -0.5724
     surface CN, rms CN of NN Ni,      chemSROP22,  0.2696,  0.2629,  0.0030,  0.0000, -0.3746,  0.0030,  0.0029, -0.3697
     surface CN,      chemSROP22, rms CN of NN Ni,  0.2743,  0.2679,  0.0007,  0.0107, -0.3597,  0.0015,  0.0115, -0.3564
rms CN of NN Ni,      chemSROP22,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, rms CN of NN Ni,       gCN-Ni-Ni,  0.2688,  0.2623,  0.0026,  0.0435, -0.3780,  0.0027,  0.0382, -0.3722
     surface CN,       gCN-Ni-Ni, rms CN of NN Ni,  0.2722,  0.2659,  0.0172,  0.0067, -0.3589,  0.0164,  0.0077, -0.3553
rms CN of NN Ni,       gCN-Ni-Ni,      surface CN,  0.2559,  0.2514,  0.0113,  0.0691, -0.6306,  0.0108,  0.0658, -0.6057
     surface CN, rms CN of NN Ni,       gCN-Ni-Pt,  0.2695,  0.2629,  0.0028,  0.0072, -0.3759,  0.0029,  0.0065, -0.3707
     surface CN,       gCN-Ni-Pt, rms CN of NN Ni,  0.2714,  0.2652,  0.0172,  0.0025, -0.3609,  0.0167,  0.0035, -0.3572
rms CN of NN Ni,       gCN-Ni-Pt,      surface CN,  0.2547,  0.2491,  0.0090,  0.0670, -0.6482,  0.0091,  0.0645, -0.6311
     surface CN, rms CN of NN Ni,       gCN-Pt-Ni,  0.2579,  0.2516,  0.0013,  0.1862, -0.4846,  0.0015,  0.1796, -0.4769
     surface CN,       gCN-Pt-Ni, rms CN of NN Ni,  0.2534,  0.2481,  0.0460,  0.0008, -0.4664,  0.0439,  0.0017, -0.4578
rms CN of NN Ni,       gCN-Pt-Ni,      surface CN,  0.2479,  0.2427,  0.0140,  0.0642, -0.6626,  0.0138,  0.0613, -0.6419
     surface CN, rms CN of NN Ni,       gCN-Pt-Pt,  0.2107,  0.2073,  0.0058,  0.1167, -0.9662,  0.0057,  0.1136, -0.9460
     surface CN,       gCN-Pt-Pt, rms CN of NN Ni,  0.2239,  0.2207,  0.0163,  0.0215, -0.7490,  0.0157,  0.0211, -0.7266
rms CN of NN Ni,       gCN-Pt-Pt,      surface CN,  0.2480,  0.2428,  0.0040,  0.0601, -0.6501,  0.0040,  0.0572, -0.6293
     surface CN, rms CN of NN Ni,        gCN-Ni-X,  0.2693,  0.2627,  0.0025,  0.0149, -0.3783,  0.0027,  0.0129, -0.3728
     surface CN,        gCN-Ni-X, rms CN of NN Ni,  0.2711,  0.2649,  0.0110,  0.0029, -0.3600,  0.0105,  0.0041, -0.3564
rms CN of NN Ni,        gCN-Ni-X,      surface CN,  0.2538,  0.2487,  0.0059,  0.0678, -0.6490,  0.0058,  0.0648, -0.6278
     surface CN, rms CN of NN Ni,        gCN-Pt-X,  0.1893,  0.1864,  0.0050,  0.1338, -1.1318,  0.0050,  0.1310, -1.1129
     surface CN,        gCN-Pt-X, rms CN of NN Ni,  0.2185,  0.2155,  0.0155,  0.0176, -0.7646,  0.0148,  0.0173, -0.7417
rms CN of NN Ni,        gCN-Pt-X,      surface CN,  0.2463,  0.2411,  0.0035,  0.0602, -0.6597,  0.0034,  0.0572, -0.6383
     surface CN, rms CN of NN Ni,           CN-Pt,  0.1979,  0.1945,  0.0047,  0.1123, -1.1673,  0.0046,  0.1099, -1.1474
     surface CN,           CN-Pt, rms CN of NN Ni,  0.2253,  0.2216,  0.0118,  0.0166, -0.7470,  0.0113,  0.0164, -0.7253
rms CN of NN Ni,           CN-Pt,      surface CN,  0.2491,  0.2438,  0.0025,  0.0594, -0.6484,  0.0025,  0.0561, -0.6265
     surface CN, rms CN of NN Ni,  exp neg strain,  0.2650,  0.2577,  0.0028,  0.8598, -1.2232,  0.0029,  0.9296, -1.2860
     surface CN,  exp neg strain, rms CN of NN Ni,  0.2556,  0.2498,  0.0729,  0.0092, -0.6646,  0.0702,  0.0096, -0.6474
rms CN of NN Ni,  exp neg strain,      surface CN,  0.2576,  0.2518,  0.0107,  0.0671, -0.6510,  0.0110,  0.0640, -0.6323
     surface CN, rms CN of NN Ni,          strain,  0.2696,  0.2629,  0.0030,  0.0000, -0.3746,  0.0030,  0.0000, -0.3695
     surface CN,          strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,          strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, rms CN of NN Ni,  inverse strain,  0.2696,  0.2629,  0.0030,  0.0000, -0.3746,  0.0030,  0.0000, -0.3695
     surface CN,  inverse strain, rms CN of NN Ni,  0.2743,  0.2679,  0.0000,  0.0106, -0.3594,  0.0000,  0.0115, -0.3559
rms CN of NN Ni,  inverse strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, sub surface Ni num,             BOO,  0.2568,  0.2517,  0.0297,  0.0944, -0.4484,  0.0286,  0.0307, -0.3788
     surface CN,             BOO, sub surface Ni num,  0.2433,  0.2393,  0.0607,  0.1333, -0.6072,  0.0568,  0.1287, -0.5815
sub surface Ni num,             BOO,      surface CN,  0.2440,  0.2399,  0.1397,  0.0594, -0.6149,  0.1350,  0.0559, -0.5906
     surface CN, sub surface Ni num,  Pt bond length,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,  Pt bond length, sub surface Ni num,  0.2450,  0.2408,  0.0206,  0.1342, -0.6060,  0.0193,  0.1304, -0.5812
sub surface Ni num,  Pt bond length,      surface CN,  0.2440,  0.2398,  0.0477,  0.0605, -0.6199,  0.0462,  0.0571, -0.5958
     surface CN, sub surface Ni num,    surface curv,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,    surface curv, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,    surface curv,      surface CN,  0.2622,  0.2568,  1.3051,  0.0656, -0.5854,  1.3794,  0.0635, -0.5685
     surface CN, sub surface Ni num,      chemSROP11,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0286,  0.0125, -0.3498
     surface CN,      chemSROP11, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0006,  0.1428, -0.3549
sub surface Ni num,      chemSROP11,      surface CN,  0.2629,  0.2579,  0.0998,  0.0691, -0.5912,  0.0486,  0.0669, -0.5729
     surface CN, sub surface Ni num,      chemSROP12,  0.2569,  0.2516,  0.0298,  0.0191, -0.3602,  0.0288,  0.0481, -0.3510
     surface CN,      chemSROP12, sub surface Ni num,  0.2570,  0.2517,  0.0122,  0.1456, -0.3655,  0.0160,  0.1441, -0.3567
sub surface Ni num,      chemSROP12,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, sub surface Ni num,      chemSROP22,  0.2569,  0.2516,  0.0298,  0.0083, -0.3602,  0.0288,  0.0159, -0.3508
     surface CN,      chemSROP22, sub surface Ni num,  0.2570,  0.2518,  0.0059,  0.1460, -0.3658,  0.0059,  0.1440, -0.3565
sub surface Ni num,      chemSROP22,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, sub surface Ni num,       gCN-Ni-Ni,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,       gCN-Ni-Ni, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,       gCN-Ni-Ni,      surface CN,  0.2532,  0.2497,  0.0640,  0.0676, -0.6122,  0.0578,  0.0644, -0.5871
     surface CN, sub surface Ni num,       gCN-Ni-Pt,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,       gCN-Ni-Pt, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,       gCN-Ni-Pt,      surface CN,  0.2483,  0.2439,  0.0652,  0.0642, -0.6169,  0.0628,  0.0615, -0.5957
     surface CN, sub surface Ni num,       gCN-Pt-Ni,  0.2478,  0.2420,  0.0224,  0.1536, -0.4720,  0.0217,  0.1550, -0.4650
     surface CN,       gCN-Pt-Ni, sub surface Ni num,  0.2434,  0.2384,  0.0353,  0.1002, -0.4727,  0.0343,  0.0985, -0.4614
sub surface Ni num,       gCN-Pt-Ni,      surface CN,  0.2395,  0.2356,  0.1177,  0.0609, -0.6227,  0.1153,  0.0570, -0.5968
     surface CN, sub surface Ni num,       gCN-Pt-Pt,  0.1901,  0.1903,  0.0461,  0.1173, -0.9116,  0.0440,  0.1132, -0.8852
     surface CN,       gCN-Pt-Pt, sub surface Ni num,  0.2018,  0.2013,  0.0159,  0.1905, -0.6981,  0.0152,  0.1833, -0.6739
sub surface Ni num,       gCN-Pt-Pt,      surface CN,  0.2348,  0.2304,  0.0458,  0.0540, -0.6062,  0.0446,  0.0508, -0.5839
     surface CN, sub surface Ni num,        gCN-Ni-X,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,        gCN-Ni-X, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,        gCN-Ni-X,      surface CN,  0.2494,  0.2457,  0.0357,  0.0656, -0.6172,  0.0334,  0.0626, -0.5933
     surface CN, sub surface Ni num,        gCN-Pt-X,  0.1647,  0.1648,  0.0423,  0.1365, -1.1020,  0.0407,  0.1337, -1.0811
     surface CN,        gCN-Pt-X, sub surface Ni num,  0.1975,  0.1969,  0.0151,  0.1693, -0.7286,  0.0145,  0.1628, -0.7041
sub surface Ni num,        gCN-Pt-X,      surface CN,  0.2343,  0.2301,  0.0351,  0.0551, -0.6122,  0.0342,  0.0516, -0.5884
     surface CN, sub surface Ni num,           CN-Pt,  0.1771,  0.1766,  0.0397,  0.1133, -1.1326,  0.0380,  0.1107, -1.1093
     surface CN,           CN-Pt, sub surface Ni num,  0.2064,  0.2051,  0.0114,  0.1618, -0.7093,  0.0108,  0.1553, -0.6848
sub surface Ni num,           CN-Pt,      surface CN,  0.2366,  0.2325,  0.0261,  0.0543, -0.6057,  0.0254,  0.0507, -0.5812
     surface CN, sub surface Ni num,  exp neg strain,  0.2532,  0.2470,  0.0283,  0.7557, -1.1069,  0.0273,  0.8562, -1.1959
     surface CN,  exp neg strain, sub surface Ni num,  0.2413,  0.2368,  0.0655,  0.1281, -0.6379,  0.0626,  0.1243, -0.6162
sub surface Ni num,  exp neg strain,      surface CN,  0.2429,  0.2385,  0.1329,  0.0606, -0.6217,  0.1297,  0.0571, -0.5975
     surface CN, sub surface Ni num,          strain,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,          strain, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,          strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN, sub surface Ni num,  inverse strain,  0.2569,  0.2517,  0.0297,  0.0000, -0.3596,  0.0287,  0.0000, -0.3499
     surface CN,  inverse strain, sub surface Ni num,  0.2571,  0.2519,  0.0000,  0.1445, -0.3640,  0.0000,  0.1428, -0.3549
sub surface Ni num,  inverse strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,  Pt bond length,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,  Pt bond length,             BOO,  0.2652,  0.2600,  0.0233,  0.0000, -0.5697,  0.0225,  0.0000, -0.5527
            BOO,  Pt bond length,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,    surface curv,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,    surface curv,             BOO,  0.2794,  0.2741,  0.0000,  0.1115, -0.3952,  0.0000,  0.0869, -0.3626
            BOO,    surface curv,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,      chemSROP11,  0.2631,  0.2579,  0.0685,  0.0743, -0.5711,  0.0664,  0.0752, -0.5540
     surface CN,      chemSROP11,             BOO,  0.2794,  0.2740,  0.0067,  0.1139, -0.3973,  0.0116,  0.0889, -0.3642
            BOO,      chemSROP11,      surface CN,  0.2631,  0.2578,  0.0684,  0.0690, -0.5899,  0.0749,  0.0669, -0.5727
     surface CN,             BOO,      chemSROP12,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,      chemSROP12,             BOO,  0.2794,  0.2741,  0.0000,  0.1114, -0.3951,  0.0000,  0.0868, -0.3625
            BOO,      chemSROP12,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5896,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,      chemSROP22,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,      chemSROP22,             BOO,  0.2794,  0.2741,  0.0000,  0.1114, -0.3951,  0.0000,  0.0868, -0.3626
            BOO,      chemSROP22,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,       gCN-Ni-Ni,  0.2571,  0.2526,  0.0708,  0.1110, -0.6179,  0.0672,  0.1061, -0.5929
     surface CN,       gCN-Ni-Ni,             BOO,  0.2731,  0.2676,  0.0261,  0.2451, -0.5586,  0.0258,  0.1930, -0.5001
            BOO,       gCN-Ni-Ni,      surface CN,  0.2583,  0.2536,  0.1109,  0.0685, -0.6216,  0.1052,  0.0653, -0.5978
     surface CN,             BOO,       gCN-Ni-Pt,  0.2576,  0.2520,  0.0684,  0.0786, -0.6275,  0.0661,  0.0808, -0.6119
     surface CN,       gCN-Ni-Pt,             BOO,  0.2711,  0.2651,  0.0204,  0.1909, -0.5341,  0.0209,  0.1613, -0.4997
            BOO,       gCN-Ni-Pt,      surface CN,  0.2585,  0.2529,  0.0769,  0.0668, -0.6321,  0.0797,  0.0645, -0.6159
     surface CN,             BOO,       gCN-Pt-Ni,  0.2438,  0.2385,  0.0648,  0.2095, -0.7327,  0.0624,  0.2067, -0.7139
     surface CN,       gCN-Pt-Ni,             BOO,  0.2530,  0.2480,  0.0469,  0.1833, -0.6372,  0.0456,  0.1364, -0.5811
            BOO,       gCN-Pt-Ni,      surface CN,  0.2456,  0.2405,  0.2155,  0.0606, -0.7231,  0.2107,  0.0586, -0.7037
     surface CN,             BOO,       gCN-Pt-Pt,  0.2426,  0.2392,  0.0443,  0.0688, -0.7735,  0.0459,  0.0655, -0.7585
     surface CN,       gCN-Pt-Pt,             BOO,  0.2464,  0.2431,  0.0129,  0.0000, -0.5420,  0.0124,  0.0000, -0.5255
            BOO,       gCN-Pt-Pt,      surface CN,  0.2442,  0.2408,  0.0636,  0.0503, -0.7737,  0.0603,  0.0514, -0.7571
     surface CN,             BOO,        gCN-Ni-X,  0.2563,  0.2512,  0.0696,  0.0540, -0.6328,  0.0666,  0.0539, -0.6125
     surface CN,        gCN-Ni-X,             BOO,  0.2707,  0.2649,  0.0134,  0.2325, -0.5707,  0.0135,  0.1905, -0.5231
            BOO,        gCN-Ni-X,      surface CN,  0.2576,  0.2523,  0.0535,  0.0673, -0.6346,  0.0535,  0.0645, -0.6145
     surface CN,             BOO,        gCN-Pt-X,  0.2212,  0.2185,  0.0310,  0.1023, -0.9516,  0.0338,  0.0988, -0.9392
     surface CN,        gCN-Pt-X,             BOO,  0.2352,  0.2322,  0.0138,  0.0000, -0.6113,  0.0134,  0.0000, -0.5942
            BOO,        gCN-Pt-X,      surface CN,  0.2282,  0.2255,  0.0889,  0.0396, -0.9020,  0.0854,  0.0416, -0.8873
     surface CN,             BOO,           CN-Pt,  0.2269,  0.2240,  0.0231,  0.0879, -0.9670,  0.0255,  0.0850, -0.9514
     surface CN,           CN-Pt,             BOO,  0.2400,  0.2364,  0.0106,  0.0000, -0.6039,  0.0103,  0.0000, -0.5874
            BOO,           CN-Pt,      surface CN,  0.2343,  0.2313,  0.0733,  0.0333, -0.8943,  0.0702,  0.0350, -0.8756
     surface CN,             BOO,  exp neg strain,  0.2556,  0.2493,  0.0718,  1.1027, -1.6798,  0.0700,  1.1861, -1.7456
     surface CN,  exp neg strain,             BOO,  0.2598,  0.2545,  0.0754,  0.0000, -0.6154,  0.0736,  0.0000, -0.5993
            BOO,  exp neg strain,      surface CN,  0.2615,  0.2563,  0.3371,  0.0668, -0.8951,  0.3349,  0.0646, -0.8751
     surface CN,             BOO,          strain,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,          strain,             BOO,  0.2794,  0.2741,  0.0000,  0.1114, -0.3951,  0.0000,  0.0872, -0.3629
            BOO,          strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,             BOO,  inverse strain,  0.2633,  0.2581,  0.0682,  0.0000, -0.5702,  0.0662,  0.0000, -0.5536
     surface CN,  inverse strain,             BOO,  0.2794,  0.2741,  0.0000,  0.1114, -0.3951,  0.0000,  0.0868, -0.3626
            BOO,  inverse strain,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,  Pt bond length,    surface curv,  0.2652,  0.2600,  0.0233,  0.0000, -0.5697,  0.0225,  0.0000, -0.5527
     surface CN,    surface curv,  Pt bond length,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,    surface curv,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,  Pt bond length,      chemSROP11,  0.2650,  0.2598,  0.0233,  0.0670, -0.5703,  0.0226,  0.0725, -0.5530
     surface CN,      chemSROP11,  Pt bond length,  0.2796,  0.2741,  0.0060,  0.0000, -0.2902,  0.0113,  0.0000, -0.2806
 Pt bond length,      chemSROP11,      surface CN,  0.2631,  0.2578,  0.0243,  0.0690, -0.5900,  0.0261,  0.0670, -0.5728
     surface CN,  Pt bond length,      chemSROP12,  0.2652,  0.2600,  0.0233,  0.0000, -0.5697,  0.0225,  0.0000, -0.5527
     surface CN,      chemSROP12,  Pt bond length,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,      chemSROP12,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
     surface CN,  Pt bond length,      chemSROP22,  0.2652,  0.2600,  0.0233,  0.0000, -0.5697,  0.0225,  0.0000, -0.5527
     surface CN,      chemSROP22,  Pt bond length,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
 Pt bond length,      chemSROP22,      surface CN,  0.2632,  0.2580,  0.0000,  0.0688, -0.5895,  0.0000,  0.0668, -0.5725
